name,label
./data/Replay-Attack-processed/train/real\client105_19044_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client018_20796_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client016_21856_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client008_18106_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client025_14843_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client027_33272_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client027_31673_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client110_27670_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client108_34495_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client018_22302_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client012_20023_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client105_11323_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client025_9545_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client027_33504_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client103_33726_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client016_21749_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client004_2567_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client001_14328_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client027_10102_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client012_9358_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client001_14605_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client108_20445_real.png,1
./data/Replay-Attack-processed/train/real\client006_5185_real.png,1
./data/Replay-Attack-processed/train/real\client103_16652_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client103_25435_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client103_24771_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client008_18747_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client025_8389_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client007_3838_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client004_15357_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client007_28818_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client108_25182_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client001_890_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client025_23420_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client001_1350_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client012_20267_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client008_18353_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client025_9032_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client001_13856_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client018_12206_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client025_9265_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client018_7767_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client002_1937_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client025_21871_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client027_15601_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client012_5917_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client004_16471_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client007_7461_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client027_22686_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client018_30645_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client007_4112_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client001_517_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client025_31367_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client004_16154_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client006_17302_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client016_7638_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client006_28646_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client018_13072_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client001_265_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client016_10890_real.png,1
./data/Replay-Attack-processed/train/real\client002_2221_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client007_30855_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client025_13637_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client008_5073_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client012_6708_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client012_9336_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client018_8607_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client006_2772_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client025_23671_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client006_16411_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client108_27035_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client018_7653_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client018_8403_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client002_29128_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client027_15118_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client016_6984_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client012_9102_real.png,1
./data/Replay-Attack-processed/train/real\client004_3392_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client108_34950_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client001_14342_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client004_4401_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client103_25575_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client018_7912_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client025_14791_real.png,1
./data/Replay-Attack-processed/train/real\client012_9486_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client001_906_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client025_8806_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client004_2040_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client016_20948_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client016_32053_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client016_11441_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client027_10323_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client007_4009_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client012_6231_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client105_25845_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client001_15117_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client007_7344_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client007_30402_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client004_28188_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client006_5281_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client018_8080_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client008_18441_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client027_16220_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client012_20923_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client027_22431_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client025_21701_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client108_25375_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client025_22202_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client027_9823_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client012_6705_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client108_25341_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client018_20975_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client007_17438_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client110_28154_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client002_1681_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client018_21416_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client002_1748_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client110_13624_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client001_942_real.png,1
./data/Replay-Attack-processed/train/real\client004_3537_real.png,1
./data/Replay-Attack-processed/train/real\client006_5216_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client018_21888_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client108_25161_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client007_18207_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client027_23880_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client001_14218_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client018_20963_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client108_26757_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client006_30163_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client103_10164_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client108_27286_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client025_9145_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client002_14520_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client008_4863_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client025_22138_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client110_25944_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client006_16880_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client108_25192_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client006_17824_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client108_20304_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client001_27014_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client001_172_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client006_16859_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client110_26289_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client105_11993_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client008_5299_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client007_6523_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client018_8004_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client103_10607_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client027_15145_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client008_18066_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client002_2478_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client004_2173_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client008_7826_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client012_31579_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client001_685_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client008_7509_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client027_23949_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client103_17080_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client007_18603_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client012_9828_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client108_12590_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client007_18994_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client007_28919_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client103_10616_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client105_18470_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client025_9028_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client007_6302_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client007_19004_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client110_22022_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client012_20681_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client025_14182_real.png,1
./data/Replay-Attack-processed/train/real\client001_1432_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client025_8926_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client004_2137_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client027_24573_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client004_2336_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client108_26781_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client103_17516_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client105_11889_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client012_5983_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client004_2038_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client008_4820_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client002_29380_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client105_34012_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client008_7745_real.png,1
./data/Replay-Attack-processed/train/real\client027_15867_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client108_25215_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client016_7140_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client018_21889_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client110_22273_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client027_31706_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client002_14339_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client002_1311_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client110_35098_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client103_17841_real.png,1
./data/Replay-Attack-processed/train/real\client001_524_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client025_32908_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client103_32039_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client103_24875_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client002_27565_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client012_19464_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client025_9357_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client002_2839_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client007_30737_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client002_29094_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client016_11307_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client110_35377_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client110_13580_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client110_14010_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client103_11207_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client008_4858_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client002_1768_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client025_13520_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client110_13473_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client108_20141_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client012_19044_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client007_6552_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client007_18149_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client004_16407_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client016_7644_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client105_24303_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client108_12330_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client105_25666_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client025_8825_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client001_305_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client108_26748_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client027_16401_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client110_26342_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client012_19350_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client006_17248_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client105_12286_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client108_26772_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client018_30536_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client025_23131_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client025_9093_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client103_17916_real.png,1
./data/Replay-Attack-processed/train/real\client008_7787_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client108_32974_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client108_27084_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client027_24349_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client108_25491_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client103_9987_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client103_10848_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client110_28008_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client006_16216_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client002_2317_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client002_27546_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client006_3559_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client012_6255_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client004_3213_real.png,1
./data/Replay-Attack-processed/train/real\client018_12551_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client001_91_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client105_12015_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client016_20046_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client018_20606_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client001_150_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client105_11813_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client108_12426_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client108_34705_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client004_17077_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client018_32783_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client004_3109_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client002_27653_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client004_2438_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client108_19559_real.png,1
./data/Replay-Attack-processed/train/real\client002_1757_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client027_23056_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client006_5909_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client108_32970_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client108_11626_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client110_22335_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client105_11473_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client006_4510_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client008_18411_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client016_11204_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client012_19005_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client105_24152_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client008_5411_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client103_9956_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client001_1327_real.png,1
./data/Replay-Attack-processed/train/real\client018_12107_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client008_18749_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client002_1439_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client008_18699_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client007_17292_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client004_29785_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client004_16185_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client110_35301_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client016_7217_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client025_9033_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client012_9836_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client012_20050_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client027_9839_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client006_30192_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client002_2594_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client105_34124_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client007_18800_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client110_35107_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client008_18326_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client001_27176_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client004_2135_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client004_4158_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client103_23548_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client027_10294_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client012_9410_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client018_30904_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client018_8123_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client012_9284_real.png,1
./data/Replay-Attack-processed/train/real\client002_1914_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client012_20193_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client007_18597_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client110_35317_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client103_24770_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client105_32428_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client002_2987_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client103_10974_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client110_26718_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client001_13681_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client004_27838_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client001_409_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client027_9478_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client025_33191_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client018_21428_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client103_10342_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client016_11119_real.png,1
./data/Replay-Attack-processed/train/real\client027_16047_real.png,1
./data/Replay-Attack-processed/train/real\client018_12552_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client025_9069_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client004_2025_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client002_1590_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client105_10906_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client027_10037_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client002_27586_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client012_5847_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client016_10833_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client007_30511_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client105_18004_real.png,1
./data/Replay-Attack-processed/train/real\client108_20099_real.png,1
./data/Replay-Attack-processed/train/real\client105_19031_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client027_9480_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client006_28395_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client027_16302_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client108_32840_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client018_13095_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client004_29540_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client027_15241_real.png,1
./data/Replay-Attack-processed/train/real\client105_18424_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client001_27012_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client108_19797_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client016_32270_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client105_18120_real.png,1
./data/Replay-Attack-processed/train/real\client110_22262_real.png,1
./data/Replay-Attack-processed/train/real\client105_18737_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client103_10178_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client004_29786_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client012_6311_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client110_21596_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client002_29178_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client006_4636_real.png,1
./data/Replay-Attack-processed/train/spoof/hand\client008_29239_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client006_16702_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client103_25384_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client012_19475_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client103_23290_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/fixed\client110_28095_attack_fixed.png,0
./data/Replay-Attack-processed/train/real\client027_15381_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client027_24287_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client018_21346_attack_hand.png,0
./data/Replay-Attack-processed/train/real\client012_9917_real.png,1
./data/Replay-Attack-processed/train/spoof/fixed\client012_31616_attack_fixed.png,0
./data/Replay-Attack-processed/train/spoof/hand\client002_1785_attack_hand.png,0
./data/Replay-Attack-processed/train/spoof/hand\client105_11409_attack_hand.png,0
